CustomerID,Gender
46053,Unknown
533191,Unknown
362991,Unknown
8745,Unknown
72046,Unknown
985319,Unknown
857329,Unknown
249196,Unknown
782042,Unknown
173636,Unknown
177735,Unknown
535033,Unknown
987875,Unknown
273092,Unknown
127821,Unknown
858490,Unknown
306808,Unknown
916450,Unknown
957744,Unknown
347817,Unknown
355438,Unknown
441626,Unknown
444284,Unknown
338588,Unknown
443604,Unknown
101654,Unknown
701767,Unknown
422955,Unknown
371389,Unknown
301008,Unknown
757743,Unknown
872355,Unknown
669575,Unknown
641655,Unknown
980553,Unknown
185493,Unknown
517250,Unknown
261536,Unknown
890389,Unknown
179348,Unknown
518701,Unknown
6581,Unknown
912701,Unknown
388384,Unknown
729098,Unknown
104515,Unknown
291028,Unknown
861693,Unknown
863251,Unknown
280919,Unknown
777763,Unknown
396017,Unknown
513489,Unknown
417217,Unknown
733277,Unknown
292251,Unknown
797396,Unknown
300917,Unknown
192560,Unknown
922005,Unknown
308377,Unknown
956331,Unknown
920365,Unknown
899572,Unknown
345644,Unknown
575533,Unknown
83734,Unknown
516337,Unknown
544547,Unknown
867803,Unknown
367823,Unknown
636002,Unknown
888297,Unknown
589022,Unknown
802811,Unknown
705690,Unknown
980389,Unknown
317698,Unknown
216454,Unknown
407043,Unknown
106136,Unknown
606023,Unknown
496490,Unknown
601467,Unknown
466103,Unknown
86170,Unknown
76217,Unknown
654823,Unknown
550821,Unknown
873996,Unknown
161801,Unknown
373207,Unknown
25210,Unknown
464629,Unknown
445549,Unknown
833220,Unknown
661993,Unknown
57725,Unknown
138488,Unknown
5979,Unknown
885798,Unknown
856928,Unknown
189379,Unknown
803559,Unknown
560633,Unknown
485080,Unknown
930934,Unknown
198154,Unknown
369787,Unknown
513041,Unknown
701393,Unknown
111585,Unknown
141677,Unknown
126420,Unknown
790627,Unknown
216098,Unknown
491410,Unknown
442613,Unknown
209534,Unknown
435541,Unknown
949485,Unknown
800058,Unknown
689344,Unknown
845595,Unknown
117582,Unknown
107127,Unknown
196781,Unknown
926755,Unknown
259891,Unknown
390713,Unknown
153236,Unknown
560895,Unknown
168850,Unknown
995248,Unknown
934921,Unknown
24419,Unknown
105638,Unknown
727115,Unknown
135071,Unknown
734459,Unknown
246017,Unknown
812934,Unknown
199263,Unknown
532893,Unknown
551421,Unknown
120891,Unknown
618265,Unknown
393337,Unknown
273592,Unknown
56773,Unknown
193610,Unknown
23275,Unknown
240189,Unknown
542331,Unknown
868624,Unknown
699727,Unknown
230280,Unknown
905870,Unknown
533585,Unknown
361836,Unknown
29302,Unknown
759104,Unknown
637997,Unknown
979697,Unknown
286748,Unknown
793090,Unknown
844241,Unknown
201549,Unknown
498121,Unknown
748144,Unknown
792551,Unknown
690537,Unknown
493138,Unknown
420832,Unknown
163532,Unknown
256865,Unknown
669959,Unknown
456263,Unknown
109603,Unknown
765714,Unknown
325272,Unknown
660317,Unknown
921096,Unknown
645229,Unknown
779845,Unknown
852617,Unknown
334586,Unknown
404123,Unknown
643411,Unknown
604160,Unknown
957945,Unknown
121166,Unknown
340801,Unknown
283132,Unknown
248992,Unknown
985239,Unknown
835677,Unknown
780890,Unknown
989916,Unknown
705385,Unknown
558604,Unknown
444661,Unknown
953640,Unknown
246637,Unknown
587590,Unknown
367759,Unknown
422178,Unknown
70385,Unknown
587065,Unknown
906455,Unknown
199509,Unknown
100167,Unknown
472297,Unknown
682927,Unknown
148551,Unknown
954222,Unknown
392737,Unknown
849794,Unknown
717164,Unknown
422474,Unknown
703376,Unknown
13991,Unknown
701824,Unknown
798669,Unknown
755515,Unknown
768027,Unknown
870840,Unknown
31011,Unknown
130340,Unknown
887603,Unknown
98064,Unknown
96609,Unknown
407230,Unknown
47579,Unknown
972295,Unknown
166162,Unknown
40039,Unknown
910199,Unknown
329956,Unknown
833575,Unknown
934398,Unknown
882756,Unknown
442300,Unknown
608285,Unknown
905450,Unknown
177084,Unknown
784563,Unknown
668232,Unknown
252107,Unknown
224106,Unknown
329959,Unknown
451895,Unknown
109025,Unknown
688798,Unknown
610393,Unknown
622545,Unknown
351780,Unknown
43657,Unknown
685622,Unknown
102955,Unknown
774495,Unknown
98528,Unknown
782728,Unknown
547850,Unknown
979655,Unknown
128354,Unknown
500576,Unknown
998590,Unknown
737470,Unknown
431869,Unknown
788394,Unknown
343181,Unknown
893534,Unknown
997273,Unknown
421770,Unknown
87993,Unknown
161131,Unknown
204533,Unknown
400726,Unknown
252410,Unknown
721627,Unknown
178060,Unknown
518054,Unknown
446411,Unknown
762602,Unknown
68223,Unknown
295562,Unknown
642147,Unknown
757343,Unknown
737891,Unknown
24274,Unknown
409986,Unknown
866758,Unknown
42621,Unknown
238057,Unknown
202661,Unknown
976683,Unknown
901320,Unknown
469132,Unknown
286313,Unknown
218238,Unknown
986101,Unknown
677655,Unknown
927412,Unknown
873107,Unknown
140319,Unknown
889886,Unknown
878247,Unknown
441711,Unknown
340914,Unknown
403075,Unknown
594713,Unknown
784074,Unknown
274845,Unknown
583853,Unknown
911153,Unknown
475192,Unknown
638691,Unknown
88304,Unknown
101984,Unknown
518262,Unknown
597552,Unknown
581297,Unknown
159862,Unknown
449612,Unknown
504924,Unknown
989497,Unknown
965527,Unknown
37808,Unknown
262056,Unknown
58032,Unknown
814939,Unknown
313908,Unknown
839006,Unknown
642874,Unknown
166760,Unknown
489136,Unknown
402223,Unknown
931301,Unknown
875109,Unknown
811086,Unknown
730319,Unknown
611195,Unknown
943430,Unknown
966798,Unknown
474195,Unknown
996731,Unknown
222814,Unknown
244980,Unknown
944471,Unknown
641486,Unknown
699118,Unknown
65569,Unknown
438010,Unknown
836986,Unknown
164835,Unknown
587860,Unknown
164396,Unknown
154468,Unknown
755671,Unknown
885805,Unknown
626374,Unknown
109037,Unknown
17712,Unknown
466232,Unknown
400475,Unknown
942672,Unknown
946002,Unknown
244713,Unknown
859842,Unknown
850461,Unknown
740108,Unknown
166320,Unknown
334867,Unknown
585607,Unknown
913833,Unknown
414113,Unknown
937982,Unknown
796346,Unknown
727070,Unknown
540459,Unknown
409756,Unknown
768028,Unknown
195783,Unknown
284172,Unknown
258633,Unknown
228927,Unknown
586662,Unknown
292306,Unknown
806492,Unknown
159219,Unknown
327405,Unknown
755846,Unknown
42888,Unknown
140494,Unknown
129552,Unknown
40283,Unknown
645978,Unknown
427647,Unknown
429766,Unknown
30410,Unknown
318673,Unknown
257162,Unknown
928299,Unknown
644858,Unknown
618661,Unknown
526471,Unknown
16799,Unknown
531961,Unknown
208587,Unknown
961886,Unknown
684014,Unknown
323315,Unknown
553724,Unknown
568865,Unknown
155322,Unknown
428533,Unknown
505990,Unknown
992931,Unknown
960837,Unknown
829852,Unknown
845615,Unknown
278178,Unknown
311848,Unknown
13593,Unknown
802630,Unknown
546063,Unknown
475961,Unknown
723281,Unknown
246871,Unknown
373982,Unknown
924790,Unknown
212424,Unknown
61913,Unknown
249307,Unknown
408822,Unknown
567988,Unknown
107511,Unknown
209055,Unknown
773801,Unknown
258661,Unknown
11967,Unknown
465449,Unknown
298832,Unknown
779061,Unknown
290462,Unknown
260465,Unknown
891051,Unknown
151688,Unknown
232625,Unknown
253696,Unknown
437670,Unknown
491850,Unknown
963497,Unknown
883272,Unknown
469973,Unknown
204865,Unknown
570060,Unknown
851329,Unknown
607400,Unknown
825046,Unknown
672006,Unknown
750432,Unknown
289218,Unknown
541197,Unknown
940564,Unknown
437742,Unknown
585528,Unknown
68963,Unknown
53487,Unknown
816669,Unknown
888966,Unknown
354215,Unknown
512890,Unknown
56392,Unknown
10868,Unknown
412435,Unknown
520108,Unknown
426003,Unknown
35734,Unknown
136734,Unknown
447408,Unknown
498461,Unknown
780603,Unknown
169447,Unknown
462608,Unknown
820543,Unknown
908632,Unknown
129903,Unknown
227801,Unknown
574124,Unknown
2657,Unknown
116945,Unknown
963063,Unknown
538856,Unknown
939697,Unknown
976043,Unknown
293017,Unknown
691429,Unknown
740257,Unknown
665926,Unknown
774752,Unknown
886286,Unknown
504662,Unknown
641097,Unknown
164299,Unknown
599650,Unknown
523537,Unknown
970528,Unknown
80718,Unknown
823382,Unknown
942896,Unknown
562965,Unknown
340213,Unknown
801017,Unknown
432182,Unknown
516679,Unknown
265539,Unknown
591871,Unknown
425965,Unknown
239017,Unknown
316611,Unknown
822773,Unknown
369220,Unknown
811486,Unknown
196167,Unknown
392972,Unknown
545848,Unknown
301666,Unknown
982832,Unknown
203520,Unknown
537698,Unknown
763358,Unknown
207092,Unknown
333335,Unknown
460695,Unknown
422777,Unknown
400378,Unknown
914631,Unknown
905942,Unknown
893096,Unknown
293578,Unknown
868618,Unknown
355661,Unknown
487013,Unknown
175363,Unknown
6272,Unknown
468444,Unknown
747307,Unknown
382742,Unknown
733177,Unknown
794687,Unknown
317682,Unknown
700986,Unknown
325779,Unknown
585185,Unknown
94293,Unknown
526688,Unknown
379410,Unknown
927484,Unknown
95791,Unknown
813129,Unknown
377339,Unknown
466733,Unknown
906016,Unknown
533962,Unknown
153011,Unknown
435500,Unknown
752975,Unknown
967685,Unknown
561492,Unknown
310011,Unknown
361290,Unknown
655854,Unknown
870645,Unknown
789052,Unknown
118393,Unknown
254180,Unknown
263388,Unknown
829185,Unknown
994957,Unknown
241181,Unknown
664902,Unknown
301938,Unknown
776312,Unknown
516082,Unknown
609054,Unknown
212941,Unknown
947719,Unknown
8915,Unknown
827284,Unknown
806636,Unknown
852949,Unknown
357894,Unknown
181175,Unknown
659405,Unknown
685873,Unknown
542961,Unknown
616259,Unknown
781799,Unknown
634994,Unknown
177223,Unknown
795051,Unknown
911892,Unknown
165145,Unknown
677644,Unknown
242421,Unknown
821378,Unknown
669420,Unknown
182215,Unknown
353864,Unknown
877724,Unknown
797096,Unknown
952734,Unknown
90605,Unknown
411232,Unknown
589481,Unknown
211410,Unknown
128862,Unknown
578050,Unknown
286065,Unknown
38728,Unknown
13490,Unknown
577740,Unknown
914183,Unknown
516142,Unknown
387493,Unknown
874480,Unknown
209363,Unknown
635554,Unknown
986365,Unknown
749422,Unknown
356957,Unknown
776945,Unknown
300757,Unknown
577218,Unknown
431401,Unknown
890762,Unknown
473548,Unknown
402441,Unknown
969023,Unknown
210520,Unknown
981976,Unknown
136619,Unknown
281149,Unknown
961236,Unknown
154176,Unknown
708363,Unknown
372884,Unknown
854643,Unknown
494908,Unknown
531579,Unknown
107529,Unknown
597500,Unknown
677289,Unknown
280042,Unknown
283408,Unknown
747363,Unknown
603179,Unknown
192757,Unknown
200828,Unknown
25136,Unknown
826443,Unknown
656026,Unknown
880709,Unknown
456333,Unknown
661403,Unknown
817135,Unknown
899932,Unknown
957899,Unknown
280939,Unknown
864443,Unknown
362560,Unknown
802216,Unknown
179797,Unknown
862396,Unknown
670510,Unknown
166139,Unknown
539709,Unknown
553966,Unknown
563589,Unknown
408104,Unknown
738315,Unknown
286835,Unknown
157406,Unknown
583626,Unknown
852962,Unknown
849854,Unknown
224977,Unknown
890824,Unknown
879708,Unknown
408897,Unknown
422327,Unknown
341565,Unknown
490256,Unknown
344295,Unknown
298378,Unknown
847474,Unknown
330434,Unknown
440391,Unknown
789471,Unknown
900127,Unknown
201269,Unknown
651914,Unknown
961447,Unknown
862142,Unknown
788554,Unknown
306176,Unknown
406761,Unknown
315402,Unknown
908059,Unknown
650727,Unknown
806182,Unknown
396619,Unknown
584285,Unknown
187768,Unknown
443420,Unknown
209203,Unknown
477693,Unknown
374485,Unknown
2948,Unknown
132102,Unknown
964930,Unknown
762664,Unknown
289888,Unknown
947056,Unknown
396270,Unknown
209567,Unknown
882169,Unknown
674394,Unknown
48830,Unknown
453904,Unknown
190136,Unknown
330279,Unknown
560283,Unknown
48389,Unknown
708390,Unknown
767718,Unknown
596163,Unknown
548974,Unknown
937299,Unknown
860136,Unknown
983188,Unknown
231223,Unknown
101086,Unknown
290607,Unknown
226093,Unknown
873661,Unknown
798111,Unknown
142130,Unknown
178243,Unknown
883227,Unknown
646433,Unknown
87566,Unknown
454881,Unknown
274071,Unknown
129974,Unknown
230081,Unknown
752788,Unknown
840518,Unknown
905069,Unknown
835634,Unknown
790660,Unknown
190793,Unknown
556517,Unknown
189137,Unknown
213720,Unknown
741281,Unknown
825070,Unknown
671143,Unknown
931155,Unknown
766852,Unknown
531994,Unknown
266034,Unknown
362354,Unknown
470458,Unknown
784434,Unknown
108503,Unknown
590104,Unknown
132111,Unknown
320647,Unknown
539527,Unknown
385605,Unknown
552245,Unknown
69083,Unknown
456529,Unknown
272585,Unknown
730625,Unknown
801309,Unknown
627773,Unknown
544668,Unknown
681660,Unknown
328002,Unknown
731960,Unknown
654272,Unknown
70193,Unknown
85291,Unknown
783155,Unknown
279732,Unknown
996417,Unknown
36024,Unknown
930042,Unknown
658314,Unknown
9497,Unknown
447642,Unknown
458802,Unknown
522184,Unknown
120452,Unknown
26071,Unknown
209234,Unknown
388711,Unknown
669315,Unknown
342131,Unknown
957621,Unknown
694181,Unknown
594526,Unknown
897828,Unknown
452178,Unknown
275847,Unknown
60679,Unknown
954849,Unknown
838591,Unknown
243106,Unknown
104613,Unknown
527402,Unknown
624941,Unknown
144497,Unknown
744384,Unknown
377795,Unknown
524291,Unknown
219282,Unknown
974098,Unknown
749091,Unknown
178478,Unknown
163790,Unknown
912463,Unknown
80009,Unknown
655353,Unknown
249897,Unknown
404373,Unknown
989899,Unknown
188146,Unknown
393758,Unknown
962055,Unknown
432850,Unknown
697207,Unknown
972622,Unknown
45694,Unknown
664232,Unknown
64905,Unknown
787166,Unknown
631193,Unknown
304912,Unknown
764965,Unknown
268713,Unknown
695094,Unknown
951293,Unknown
541143,Unknown
772868,Unknown
489379,Unknown
388728,Unknown
186154,Unknown
160218,Unknown
644774,Unknown
106643,Unknown
561722,Unknown
686001,Unknown
64357,Unknown
48087,Unknown
62059,Unknown
9739,Unknown
744100,Unknown
109346,Unknown
372084,Unknown
438378,Unknown
46410,Unknown
682136,Unknown
318943,Unknown
413889,Unknown
629111,Unknown
568454,Unknown
704569,Unknown
983030,Unknown
562479,Unknown
281525,Unknown
778876,Unknown
454556,Unknown
135572,Unknown
675408,Unknown
842037,Unknown
649414,Unknown
33715,Unknown
708472,Unknown
414610,Unknown
601271,Unknown
954564,Unknown
695553,Unknown
708618,Unknown
964885,Unknown
381224,Unknown
620415,Unknown
23125,Unknown
855281,Unknown
337795,Unknown
884302,Unknown
506691,Unknown
412225,Unknown
492912,Unknown
791993,Unknown
255651,Unknown
43297,Unknown
334414,Unknown
542947,Unknown
591182,Unknown
114992,Unknown
749122,Unknown
238947,Unknown
511761,Unknown
810766,Unknown
996116,Unknown
375974,Unknown
621259,Unknown
828812,Unknown
883259,Unknown
692605,Unknown
352444,Unknown
124402,Unknown
899809,Unknown
144836,Unknown
113241,Unknown
618270,Unknown
252815,Unknown
29889,Unknown
531414,Unknown
129973,Unknown
250763,Unknown
112699,Unknown
387464,Unknown
832393,Unknown
934377,Unknown
109224,Unknown
108574,Unknown
230862,Unknown
23786,Unknown
168376,Unknown
816186,Unknown
785180,Unknown
56550,Unknown
595446,Unknown
54514,Unknown
75797,Unknown
661329,Unknown
349841,Unknown
886336,Unknown
228331,Unknown
543983,Unknown
852199,Unknown
847081,Unknown
99565,Unknown
540198,Unknown
985142,Unknown
101832,Unknown
649275,Unknown
593758,Unknown
701441,Unknown
168379,Unknown
416279,Unknown
801248,Unknown
584093,Unknown
195716,Unknown
84448,Unknown
372360,Unknown
549715,Unknown
475629,Unknown
775289,Unknown
707188,Unknown
684168,Unknown
935231,Unknown
269677,Unknown
240169,Unknown
822588,Unknown
752287,Unknown
213697,Unknown
748133,Unknown
215536,Unknown
172861,Unknown
19673,Unknown
802825,Unknown
91646,Unknown
196794,Unknown
937409,Unknown
14787,Unknown
670361,Unknown
201578,Unknown
719660,Unknown
989781,Unknown
909269,Unknown
821075,Unknown
176958,Unknown
119139,Unknown
976218,Unknown
397531,Unknown
325243,Unknown
224037,Unknown
692355,Unknown
419895,Unknown
341978,Unknown
408684,Unknown
582963,Unknown
952230,Unknown
38056,Unknown
974417,Unknown
375399,Unknown
362563,Unknown
595781,Unknown
852875,Unknown
503751,Unknown
441117,Unknown
861605,Unknown
704016,Unknown
138262,Unknown
469149,Unknown
282369,Unknown
4216,Unknown
561243,Unknown
844811,Unknown
82422,Unknown
648557,Unknown
241973,Unknown
992576,Unknown
957481,Unknown
973699,Unknown
459092,Unknown
577337,Unknown
590894,Unknown
579862,Unknown
132409,Unknown
634370,Unknown
381420,Unknown
461561,Unknown
4937,Unknown
967612,Unknown
235025,Unknown
203777,Unknown
640946,Unknown
342513,Unknown
28571,Unknown
937536,Unknown
198343,Unknown
573502,Unknown
645610,Unknown
486885,Unknown
346172,Unknown
418661,Unknown
681209,Unknown
781313,Unknown
546411,Unknown
749519,Unknown
470176,Unknown
360398,Unknown
137400,Unknown
420373,Unknown
68600,Unknown
579248,Unknown
276186,Unknown
845425,Unknown
305234,Unknown
654517,Unknown
631506,Unknown
781457,Unknown
983494,Unknown
114214,Unknown
781028,Unknown
293752,Unknown
422219,Unknown
653141,Unknown
366301,Unknown
70399,Unknown
851623,Unknown
765907,Unknown
74789,Unknown
879922,Unknown
158088,Unknown
75525,Unknown
537350,Unknown
982675,Unknown
265999,Unknown
851963,Unknown
638475,Unknown
617276,Unknown
914263,Unknown
600340,Unknown
628117,Unknown
429626,Unknown
852660,Unknown
366640,Unknown
447804,Unknown
197685,Unknown
891219,Unknown
689287,Unknown
116597,Unknown
923210,Unknown
996257,Unknown
227294,Unknown
664105,Unknown
652401,Unknown
911714,Unknown
776438,Unknown
355049,Unknown
224535,Unknown
433659,Unknown
735392,Unknown
76682,Unknown
150521,Unknown
712322,Unknown
28625,Unknown
64386,Unknown
449339,Unknown
592229,Unknown
994183,Unknown
611294,Unknown
296808,Unknown
596883,Unknown
255029,Unknown
853068,Unknown
641185,Unknown
706884,Unknown
536401,Unknown
145238,Unknown
194699,Unknown
119063,Unknown
179430,Unknown
252860,Unknown
10083,Unknown
791269,Unknown
649348,Unknown
983027,Unknown
122037,Unknown
131800,Unknown
688397,Unknown
611363,Unknown
739300,Unknown
228232,Unknown
831646,Unknown
288723,Unknown
665984,Unknown
596832,Unknown
107479,Unknown
580818,Unknown
807262,Unknown
866055,Unknown
365921,Unknown
587214,Unknown
775109,Unknown
4702,Unknown
862853,Unknown
11514,Unknown
589069,Unknown
571733,Unknown
402641,Unknown
70759,Unknown
587042,Unknown
744096,Unknown
627786,Unknown
35261,Unknown
782668,Unknown
41871,Unknown
716022,Unknown
30808,Unknown
234821,Unknown
797559,Unknown
304958,Unknown
495225,Unknown
271582,Unknown
449567,Unknown
602729,Unknown
785634,Unknown
93253,Unknown
405124,Unknown
435180,Unknown
933668,Unknown
320128,Unknown
790753,Unknown
253137,Unknown
823527,Unknown
75266,Unknown
320549,Unknown
560476,Unknown
231499,Unknown
597777,Unknown
564868,Unknown
149351,Unknown
149193,Unknown
108376,Unknown
546076,Unknown
960775,Unknown
517484,Unknown
280734,Unknown
957569,Unknown
56270,Unknown
610196,Unknown
130540,Unknown
297650,Unknown
282132,Unknown
391821,Unknown
918289,Unknown
669135,Unknown
131312,Unknown
252212,Unknown
36026,Unknown
339598,Unknown
336954,Unknown
987757,Unknown
590569,Unknown
72797,Unknown
579870,Unknown
372576,Unknown
586387,Unknown
801768,Unknown
211662,Unknown
516274,Unknown
251660,Unknown
790754,Unknown
39731,Unknown
778047,Unknown
419302,Unknown
873580,Unknown
658918,Unknown
774385,Unknown
890265,Unknown
677247,Unknown
882732,Unknown
878514,Unknown
455348,Unknown
309760,Unknown
451766,Unknown
211688,Unknown
34425,Unknown
522500,Unknown
291863,Unknown
903986,Unknown
142282,Unknown
686796,Unknown
413442,Unknown
25569,Unknown
859490,Unknown
978239,Unknown
853896,Unknown
13778,Unknown
416637,Unknown
844647,Unknown
326416,Unknown
106405,Unknown
516844,Unknown
984083,Unknown
586587,Unknown
132949,Unknown
297950,Unknown
214533,Unknown
713346,Unknown
924968,Unknown
831980,Unknown
230606,Unknown
382529,Unknown
518679,Unknown
637292,Unknown
125779,Unknown
370666,Unknown
59450,Unknown
977113,Unknown
754784,Unknown
724157,Unknown
660381,Unknown
792579,Unknown
634581,Unknown
261954,Unknown
511767,Unknown
366559,Unknown
654043,Unknown
217910,Unknown
469643,Unknown
854429,Unknown
283855,Unknown
312865,Unknown
691991,Unknown
210021,Unknown
816516,Unknown
244066,Unknown
192871,Unknown
971628,Unknown
292859,Unknown
264269,Unknown
929054,Unknown
823930,Unknown
466222,Unknown
472516,Unknown
931120,Unknown
51039,Unknown
840487,Unknown
939631,Unknown
182261,Unknown
931503,Unknown
933449,Unknown
636608,Unknown
257835,Unknown
454409,Unknown
158441,Unknown
842544,Unknown
731872,Unknown
888526,Unknown
358450,Unknown
84136,Unknown
326230,Unknown
812062,Unknown
273911,Unknown
403389,Unknown
31253,Unknown
196620,Unknown
676599,Unknown
459958,Unknown
305001,Unknown
184486,Unknown
959406,Unknown
882841,Unknown
422701,Unknown
389867,Unknown
854239,Unknown
506361,Unknown
957954,Unknown
503313,Unknown
694127,Unknown
84904,Unknown
983437,Unknown
89130,Unknown
50295,Unknown
513564,Unknown
623885,Unknown
745197,Unknown
934099,Unknown
800684,Unknown
279316,Unknown
544416,Unknown
406170,Unknown
561526,Unknown
256914,Unknown
129593,Unknown
442093,Unknown
745574,Unknown
233945,Unknown
221033,Unknown
891408,Unknown
197578,Unknown
987920,Unknown
930831,Unknown
698857,Unknown
370987,Unknown
655896,Unknown
933837,Unknown
388111,Unknown
301236,Unknown
424354,Unknown
564015,Unknown
505882,Unknown
985643,Unknown
320127,Unknown
919052,Unknown
363275,Unknown
176401,Unknown
686047,Unknown
130838,Unknown
372445,Unknown
189966,Unknown
44332,Unknown
273220,Unknown
223545,Unknown
781494,Unknown
182964,Unknown
216406,Unknown
515630,Unknown
1759,Unknown
777737,Unknown
857526,Unknown
469716,Unknown
791880,Unknown
801876,Unknown
780401,Unknown
581507,Unknown
654038,Unknown
425123,Unknown
298848,Unknown
54170,Unknown
99971,Unknown
300804,Unknown
513532,Unknown
656784,Unknown
457946,Unknown
74265,Unknown
115511,Unknown
258201,Unknown
775876,Unknown
861591,Unknown
580663,Unknown
509835,Unknown
770860,Unknown
888583,Unknown
391382,Unknown
947837,Unknown
183227,Unknown
2482,Unknown
460795,Unknown
234547,Unknown
99356,Unknown
742859,Unknown
957920,Unknown
600643,Unknown
457369,Unknown
435824,Unknown
543453,Unknown
231684,Unknown
240328,Unknown
585998,Unknown
266885,Unknown
572079,Unknown
328083,Unknown
388101,Unknown
40949,Unknown
882359,Unknown
631513,Unknown
54861,Unknown
947514,Unknown
75624,Unknown
418829,Unknown
130049,Unknown
658867,Unknown
585029,Unknown
796169,Unknown
382666,Unknown
71502,Unknown
151705,Unknown
411717,Unknown
661150,Unknown
928752,Unknown
780732,Unknown
436048,Unknown
968736,Unknown
565525,Unknown
746131,Unknown
269525,Unknown
376603,Unknown
534658,Unknown
217790,Unknown
292809,Unknown
751679,Unknown
711076,Unknown
205177,Unknown
